,A팀_득점,A팀_범실,A팀_공격종합성공률,A팀_오픈_성공률,A팀_속공_성공률,A팀_퀵오픈_성공률,A팀_서브_성공률,A팀_블로킹_성공률,A팀_디그_성공률,A팀_디그_점유율,A팀_리시브_성공률,A팀_리시브_점유율,A팀MVP,target,B팀_득점,B팀_범실,B팀_공격종합성공률,B팀_오픈_성공률,B팀_속공_성공률,B팀_퀵오픈_성공률,B팀_서브_성공률,B팀_블로킹_성공률,B팀_디그_성공률,B팀_디그_점유율,B팀_리시브_성공률,B팀_리시브_점유율,B팀MVP
12,85.0,25.0,23.645,28.722,5.833,17.85,0.05,18.181818181818183,81.63265306122449,9.898,46.73913043478261,9.999,1,0.0,73.0,23.0,31.807,27.303999999999995,9.107,6.6659999999999995,0.08,7.4074074074074066,78.89908256880734,9.909,40.4040404040404,10.0,1
13,80.0,18.0,33.118,29.613,13.332999999999998,38.714,0.1,16.216216216216218,88.18181818181819,10.001000000000001,45.0,10.0,0,0.0,63.0,20.0,16.88,12.777777777777779,7.122222222222222,13.995555555555557,0.1111111111111111,16.129032258064516,81.08108108108108,11.11111111111111,52.22222222222223,11.11111111111111,1
14,79.0,19.0,14.644545454545455,15.090000000000002,4.545454545454546,12.445454545454545,0.07272727272727274,13.043478260869565,82.35294117647058,9.025454545454545,45.16129032258064,9.091818181818182,0,1.0,84.0,18.0,21.635555555555555,15.976666666666667,9.258888888888889,12.407777777777778,0.08888888888888889,17.582417582417584,88.80597014925374,11.110000000000001,45.88235294117647,10.982222222222223,1
15,88.0,18.0,26.486363636363638,29.34090909090909,5.454545454545454,12.17181818181818,0.06636363636363636,17.647058823529413,83.46456692913385,9.09,43.75,9.090909090909092,1,0.0,84.0,20.0,27.728749999999998,24.8175,13.5425,13.92,0.1,14.606741573033707,80.50847457627118,12.5,51.48514851485149,12.377500000000001,1
16,62.0,16.0,22.276999999999997,16.942,9.0,6.143,0.033,19.672131147540984,87.05882352941177,9.998999999999999,58.06451612903227,10.001,0,0.0,54.0,21.0,21.81125,25.195,3.57125,20.833750000000002,0.125,10.638297872340425,81.81818181818183,12.498750000000001,44.5945945945946,12.5,0
17,60.0,15.0,23.865000000000002,19.846249999999998,8.33375,23.88875,0.33375,13.846153846153847,92.85714285714286,11.9875,44.44444444444444,12.498750000000001,0,0.0,41.0,15.0,16.367142857142856,14.714285714285714,13.332857142857142,4.761428571428572,0.09571428571428572,17.02127659574468,78.65168539325843,14.285714285714286,32.8125,13.445714285714287,1
18,54.0,20.0,23.4125,15.41625,11.25,16.335,0.04125,13.793103448275861,82.35294117647058,11.97125,51.515151515151516,11.3025,0,1.0,49.0,12.0,19.521250000000002,10.74375,7.8575,11.97875,0.25,2.380952380952381,87.01298701298701,11.7375,44.44444444444444,12.5,0
19,59.0,17.0,35.126,20.875999999999998,22.5,21.411,0.05800000000000001,12.5,79.6875,9.412,57.3170731707317,9.213,0,1.0,78.0,16.0,37.06,39.78375,20.416249999999998,16.185,0.25,28.8135593220339,75.0,12.50125,50.0,12.5,1
20,54.0,8.0,22.35,22.8525,1.78625,5.625,0.3325,17.073170731707318,86.8421052631579,12.5,42.857142857142854,12.21,1,0.0,36.0,18.0,20.854285714285712,16.045714285714286,11.904285714285715,9.524285714285714,0.09571428571428572,10.344827586206899,73.4375,12.877142857142857,38.80597014925373,13.672857142857143,0
21,83.0,23.0,28.85909090909091,23.91181818181818,13.636363636363637,25.916363636363634,0.06636363636363636,9.63855421686747,81.55339805825243,9.08909090909091,43.43434343434344,9.090000000000002,0,0.0,82.0,27.0,28.81222222222222,13.182222222222222,17.459999999999997,14.14111111111111,0.1111111111111111,14.285714285714285,75.45454545454545,10.627777777777778,39.39393939393939,11.0,0
22,76.0,25.0,26.244444444444444,23.79111111111111,2.2222222222222223,22.59222222222222,0.10555555555555556,12.658227848101266,88.02816901408451,11.034444444444444,23.595505617977526,10.986666666666666,1,1.0,79.0,24.0,19.068,12.953999999999999,7.556,12.783,0.13999999999999999,15.11627906976744,86.46616541353383,9.853,46.590909090909086,9.778,0
23,63.0,10.0,40.00428571428571,29.34714285714286,15.23857142857143,26.189999999999998,0.14142857142857143,18.181818181818183,86.56716417910447,14.288571428571428,47.457627118644076,14.285714285714286,1,0.0,45.0,12.0,25.572499999999998,13.065,5.0,15.3275,0.12375,6.666666666666667,80.48780487804879,11.78125,65.15151515151516,12.49875,0
24,59.0,17.0,23.948888888888888,22.762222222222224,12.54,13.14111111111111,0.17555555555555558,7.547169811320755,82.35294117647058,10.613333333333333,44.15584415584416,10.433333333333334,0,1.0,76.0,21.0,26.064999999999998,18.878,7.5,13.047,0.125,24.137931034482758,85.71428571428571,9.883,52.63157894736842,10.0,0
25,38.0,10.0,20.988571428571426,15.454285714285716,0.0,16.19,0.19,4.878048780487805,76.92307692307693,11.981428571428571,45.45454545454545,14.072857142857142,0,1.0,64.0,12.0,36.2425,29.82125,17.262500000000003,15.41625,0.165,23.52941176470588,87.32394366197182,12.50125,34.04255319148936,12.501249999999999,1
26,70.0,28.0,16.47,17.5075,4.16625,18.3925,0.15625,13.333333333333334,88.07339449541286,11.44875,37.2093023255814,11.0825,0,1.0,80.0,28.0,24.344444444444445,19.461111111111112,8.147777777777778,13.461111111111112,0.13333333333333336,8.0,91.6030534351145,10.943333333333333,45.348837209302324,11.11111111111111,0
27,59.0,9.0,19.95625,14.64375,0.0,17.5,0.20750000000000002,13.20754716981132,90.27777777777779,12.33,41.37931034482759,12.49875,1,0.0,49.0,13.0,29.06142857142857,20.169999999999998,17.40285714285714,11.904285714285715,0.14285714285714285,17.391304347826086,84.84848484848484,13.094285714285714,36.206896551724135,11.671428571428573,0
28,51.0,20.0,34.9825,28.63625,8.33375,18.60125,0.0825,22.5,80.28169014084507,11.377500000000001,44.11764705882353,12.1425,0,1.0,54.0,14.0,24.47888888888889,14.778888888888888,9.722222222222221,16.666666666666668,0.07333333333333333,12.0,87.17948717948718,10.972222222222221,50.847457627118644,11.11,0
29,64.0,12.0,27.485,15.03375,10.9375,19.31875,0.165,15.151515151515152,93.42105263157895,12.025,50.0,12.25375,0,0.0,40.0,11.0,22.08,24.656666666666666,7.406666666666666,13.58,0.07333333333333333,5.084745762711865,85.33333333333334,10.416666666666666,48.484848484848484,10.945555555555554,1
30,57.0,13.0,26.0275,33.7775,3.125,26.38875,0.29125,14.285714285714285,92.64705882352942,12.14375,43.47826086956522,12.498750000000001,0,0.0,37.0,16.0,16.41111111111111,16.96333333333333,0.0,18.055555555555557,0.07444444444444445,13.88888888888889,80.0,11.11111111111111,25.396825396825395,10.770000000000001,0
31,32.0,10.0,15.785714285714286,14.697142857142856,2.857142857142857,15.23857142857143,0.09428571428571429,10.526315789473683,83.33333333333334,13.187142857142858,17.741935483870968,14.06,1,1.0,64.0,14.0,45.61,31.234444444444446,8.333333333333334,33.66,0.18555555555555556,27.083333333333332,86.56716417910447,10.788888888888888,48.837209302325576,10.86,0
32,95.0,23.0,24.672222222222224,17.43,3.703333333333333,13.734444444444444,0.13333333333333336,13.253012048192772,88.98305084745762,10.836666666666666,57.14285714285714,9.621111111111112,0,0.0,76.0,17.0,27.11375,15.12375,13.02125,12.9825,0.05,16.666666666666664,78.78787878787878,12.498750000000001,43.689320388349515,12.49875,1
33,45.0,9.0,23.79,23.49375,0.0,14.79125,0.0825,6.0606060606060606,80.0,10.41625,34.69387755102041,9.28,1,1.0,59.0,10.0,24.577777777777776,17.083333333333332,8.333333333333334,20.234444444444446,0.14777777777777779,12.5,86.95652173913044,10.799999999999999,66.10169491525424,10.747777777777777,0
34,40.0,9.0,21.478333333333335,8.178333333333333,14.241666666666667,15.0,0.11166666666666668,10.344827586206897,95.74468085106383,9.325000000000001,54.34782608695652,10.798333333333332,0,1.0,59.0,12.0,28.7975,16.4925,15.08,24.405,0.125,27.586206896551722,85.88235294117646,12.5,41.509433962264154,12.5,1
35,43.0,11.0,17.9025,15.61625,6.66625,8.40875,0.04125,12.962962962962962,90.78947368421053,11.30875,39.58333333333333,9.09125,1,1.0,57.0,12.0,22.69625,14.02125,12.5,14.69,0.165,20.408163265306122,87.64044943820225,12.09375,46.55172413793103,11.692499999999999,0
36,55.0,21.0,31.509999999999998,28.74875,14.286249999999999,14.375,0.15625,11.11111111111111,82.4742268041237,11.54625,42.30769230769231,11.60625,0,1.0,74.0,22.0,25.603333333333335,16.651111111111113,12.222222222222221,35.18555555555556,0.1388888888888889,10.144927536231885,88.9908256880734,11.10888888888889,47.14285714285714,11.11111111111111,0
37,59.0,12.0,38.962857142857146,49.67142857142857,18.877142857142854,16.785714285714285,0.18857142857142858,13.043478260869565,94.28571428571429,13.89,43.58974358974359,13.928571428571429,0,0.0,25.0,12.0,21.645714285714284,21.428571428571427,14.285714285714286,22.755714285714284,0.047142857142857146,9.67741935483871,72.88135593220339,12.214285714285714,42.857142857142854,13.637142857142859,1
38,56.0,14.0,21.6675,21.68625,12.379999999999999,5.655,0.16625,15.09433962264151,86.20689655172413,11.82,42.64705882352941,11.8075,1,1.0,63.0,10.0,22.8675,18.43375,8.125,18.52625,0.375,7.8431372549019605,90.0,12.5,43.28358208955223,12.49875,0
39,41.0,12.0,17.304444444444446,23.275555555555556,0.0,18.364444444444445,0.07333333333333333,11.904761904761903,81.63265306122449,8.125555555555556,25.53191489361702,8.288888888888888,1,1.0,59.0,17.0,17.862222222222222,17.525555555555556,0.0,8.729999999999999,0.2222222222222222,20.930232558139537,90.32258064516128,11.11111111111111,41.37931034482759,11.11111111111111,0
40,86.0,17.0,18.134,17.437,7.5,8.971,0.06,18.91891891891892,83.33333333333334,9.777,37.77777777777778,9.89,0,0.0,80.0,23.0,28.17888888888889,18.981111111111108,14.814444444444442,12.556666666666665,0.13333333333333336,11.538461538461538,86.88524590163934,10.672222222222222,44.230769230769226,11.11111111111111,0
41,31.0,22.0,30.918888888888887,34.93666666666667,7.407777777777778,0.0,0.07333333333333333,2.5,87.67123287671232,10.534444444444444,30.303030303030305,10.784444444444444,1,1.0,52.0,18.0,30.157142857142855,25.232857142857142,7.142857142857143,20.06714285714286,0.23714285714285716,13.725490196078434,87.32394366197182,14.085714285714285,25.53191489361702,14.284285714285716,1
42,75.0,15.0,28.35,22.776249999999997,8.75,13.556249999999999,0.25,12.0,87.03703703703704,12.498750000000001,58.97435897435898,12.342500000000001,0,0.0,68.0,20.0,26.607777777777777,23.483333333333334,11.025555555555556,17.77777777777778,0.08333333333333333,18.666666666666668,86.95652173913044,10.428888888888888,38.666666666666664,9.363333333333333,1
43,81.0,24.0,31.628888888888884,29.464444444444446,10.37,12.606666666666667,0.09222222222222223,11.11111111111111,88.98305084745762,11.11111111111111,48.78048780487805,11.11111111111111,0,0.0,61.0,16.0,13.967777777777778,11.428888888888888,13.88888888888889,11.05888888888889,0.05555555555555555,15.90909090909091,87.62886597938144,10.996666666666666,23.863636363636363,11.110000000000001,1
