,팀명,경기날짜,결과,이름,공격종합_성공률,오픈_성공률,시간차_성공률,이동_성공률,후위_성공률,속공_성공률,퀵오픈_성공률,서브_성공률,범실_범실,포지션,득점점유율,스타팅멤버
3,한국도로공사,2017-11-01,1,정대영,12.5,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0,C,0.05555555555555555,1
4,한국도로공사,2017-11-01,1,문정원,25.0,50.0,0.0,0.0,0.0,0.0,0.0,0.67,1,R,0.05555555555555555,1
5,한국도로공사,2017-11-01,1,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.018518518518518517,1
9,한국도로공사,2017-11-01,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2017-11-04,1,듀크,44.12,62.5,37.5,0.0,35.48,0.0,46.15,0.0,5,R,0.36470588235294116,1
1,GS칼텍스,2017-11-04,1,표승주,62.86,46.15,40.0,0.0,0.0,0.0,82.35,0.0,2,R,0.2823529411764706,1
2,GS칼텍스,2017-11-04,1,강소휘,39.47,28.57,0.0,0.0,75.0,0.0,50.0,0.0,6,L,0.18823529411764706,1
3,GS칼텍스,2017-11-04,1,김유리,40.0,50.0,0.0,0.0,0.0,33.33,0.0,0.25,4,C,0.09411764705882353,1
4,GS칼텍스,2017-11-04,1,문명화,25.0,100.0,0.0,0.0,0.0,0.0,0.0,0.25,2,C,0.058823529411764705,1
5,GS칼텍스,2017-11-04,1,이영,25.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2,C,0.011764705882352941,0
7,GS칼텍스,2017-11-04,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.0,1
9,GS칼텍스,2017-11-04,1,나현정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,GS칼텍스,2017-11-04,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
11,GS칼텍스,2017-11-04,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,흥국생명,2017-11-04,0,심슨,39.73,44.0,33.33,0.0,37.5,0.0,0.0,0.4,8,L,0.4520547945205479,1
1,흥국생명,2017-11-04,0,이재영,38.46,45.71,0.0,0.0,20.0,0.0,33.33,0.4,10,L,0.3013698630136986,1
2,흥국생명,2017-11-04,0,정시영,35.71,33.33,0.0,66.67,0.0,28.57,0.0,0.0,1,R,0.0958904109589041,1
3,흥국생명,2017-11-04,0,공윤희,41.67,50.0,0.0,0.0,0.0,0.0,33.33,0.0,4,R,0.0684931506849315,1
4,흥국생명,2017-11-04,0,김채연,62.5,0.0,0.0,0.0,0.0,62.5,0.0,0.0,0,C,0.0684931506849315,1
6,흥국생명,2017-11-04,0,조송화,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.0136986301369863,1
8,흥국생명,2017-11-04,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,흥국생명,2017-11-04,0,남지연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,흥국생명,2017-11-04,0,임해정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
11,흥국생명,2017-11-04,0,한지현,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2017-11-05,1,이바나,36.92,29.41,0.0,0.0,30.77,0.0,55.56,0.5,5,R,0.3375,1
1,한국도로공사,2017-11-05,1,정대영,64.71,50.0,60.0,0.0,0.0,83.33,100.0,0.25,0,C,0.2,1
2,한국도로공사,2017-11-05,1,박정아,29.55,35.29,0.0,0.0,16.67,0.0,31.58,0.0,5,L,0.1875,1
3,한국도로공사,2017-11-05,1,배유나,50.0,71.43,0.0,33.33,0.0,50.0,0.0,0.25,2,C,0.1625,1
4,한국도로공사,2017-11-05,1,문정원,66.67,60.0,0.0,0.0,0.0,0.0,100.0,0.0,5,R,0.075,1
5,한국도로공사,2017-11-05,1,이효희,33.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0125,1
6,한국도로공사,2017-11-05,1,전새얀,50.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0,L,0.0125,0
7,한국도로공사,2017-11-05,1,정선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0125,0
8,한국도로공사,2017-11-05,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,한국도로공사,2017-11-05,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2017-11-05,0,엘리자베스,29.31,30.0,0.0,0.0,23.81,0.0,50.0,0.25,6,L,0.2857142857142857,1
1,현대건설,2017-11-05,0,황연주,28.57,33.33,0.0,0.0,0.0,0.0,37.5,0.25,2,R,0.20634920634920634,1
2,현대건설,2017-11-05,0,양효진,32.14,25.0,36.36,0.0,0.0,30.77,0.0,0.25,2,C,0.20634920634920634,1
3,현대건설,2017-11-05,0,황민경,33.33,26.67,50.0,0.0,0.0,0.0,38.46,0.0,8,L,0.1746031746031746,1
4,현대건설,2017-11-05,0,김세영,28.57,0.0,0.0,0.0,0.0,33.33,0.0,0.25,0,C,0.09523809523809523,1
5,현대건설,2017-11-05,0,이다영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.031746031746031744,1
6,현대건설,2017-11-05,0,고유민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
7,현대건설,2017-11-05,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
8,현대건설,2017-11-05,0,박혜미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
0,IBK기업은행,2017-11-07,0,메디,40.58,41.3,0.0,0.0,41.18,0.0,33.33,0.0,1,L,0.379746835443038,1
1,IBK기업은행,2017-11-07,0,김희진,34.15,30.0,0.0,0.0,55.56,0.0,75.0,0.2,6,R,0.20253164556962025,1
2,IBK기업은행,2017-11-07,0,고예림,33.33,36.36,25.0,0.0,33.33,0.0,28.57,0.2,5,L,0.17721518987341772,1
3,IBK기업은행,2017-11-07,0,김수지,36.36,25.0,40.0,0.0,0.0,50.0,0.0,0.4,1,C,0.16455696202531644,1
4,IBK기업은행,2017-11-07,0,김현지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.0379746835443038,1
5,IBK기업은행,2017-11-07,0,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.02531645569620253,1
6,IBK기업은행,2017-11-07,0,김미연,16.67,33.33,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.012658227848101266,0
8,IBK기업은행,2017-11-07,0,김혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,IBK기업은행,2017-11-07,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,IBK기업은행,2017-11-07,0,염혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,0
11,IBK기업은행,2017-11-07,0,채선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2017-11-07,1,알레나,40.0,38.24,80.0,0.0,37.84,0.0,25.0,0.0,9,R,0.44047619047619047,1
1,KGC인삼공사,2017-11-07,1,한송이,33.33,22.22,33.33,0.0,0.0,0.0,46.67,0.0,2,L,0.20238095238095238,1
2,KGC인삼공사,2017-11-07,1,한수지,30.43,33.33,33.33,0.0,0.0,33.33,0.0,0.0,1,C,0.14285714285714285,1
3,KGC인삼공사,2017-11-07,1,최수빈,35.0,33.33,0.0,0.0,0.0,0.0,40.0,0.4,1,L,0.11904761904761904,1
4,KGC인삼공사,2017-11-07,1,유희옥,41.67,0.0,0.0,0.0,0.0,50.0,0.0,0.4,2,C,0.08333333333333333,1
5,KGC인삼공사,2017-11-07,1,지민경,14.29,16.67,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.011904761904761904,0
6,KGC인삼공사,2017-11-07,1,이재은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.0,1
8,KGC인삼공사,2017-11-07,1,시은미,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
9,KGC인삼공사,2017-11-07,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2017-11-08,0,엘리자베스,39.29,36.36,0.0,0.0,39.02,0.0,50.0,0.2,6,L,0.4166666666666667,1
1,현대건설,2017-11-08,0,황연주,37.5,53.85,0.0,0.0,14.29,0.0,36.36,0.4,4,R,0.17857142857142858,1
2,현대건설,2017-11-08,0,김세영,44.44,50.0,50.0,0.0,0.0,41.67,0.0,0.0,1,C,0.14285714285714285,1
3,현대건설,2017-11-08,0,양효진,41.18,0.0,50.0,0.0,0.0,66.67,0.0,0.0,3,C,0.10714285714285714,1
4,현대건설,2017-11-08,0,황민경,26.09,25.0,100.0,0.0,0.0,0.0,25.0,0.0,3,L,0.08333333333333333,1
5,현대건설,2017-11-08,0,이다영,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.2,2,S,0.07142857142857142,1
7,현대건설,2017-11-08,0,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,현대건설,2017-11-08,0,이영주,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
0,GS칼텍스,2017-11-08,1,듀크,38.1,34.29,0.0,0.0,41.38,0.0,50.0,0.0,6,R,0.4090909090909091,1
1,GS칼텍스,2017-11-08,1,강소휘,41.18,38.46,50.0,0.0,33.33,0.0,45.0,0.0,4,L,0.23863636363636365,1
2,GS칼텍스,2017-11-08,1,표승주,41.94,50.0,0.0,0.0,0.0,0.0,38.89,0.4,2,R,0.18181818181818182,1
3,GS칼텍스,2017-11-08,1,김유리,27.27,50.0,0.0,25.0,0.0,20.0,0.0,0.0,2,C,0.06818181818181818,1
4,GS칼텍스,2017-11-08,1,문명화,42.86,50.0,0.0,0.0,0.0,40.0,0.0,0.0,0,C,0.056818181818181816,1
5,GS칼텍스,2017-11-08,1,김현정,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.03409090909090909,0
6,GS칼텍스,2017-11-08,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.011363636363636364,0
7,GS칼텍스,2017-11-08,1,김채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
8,GS칼텍스,2017-11-08,1,나현정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,GS칼텍스,2017-11-08,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
10,GS칼텍스,2017-11-08,1,한수진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,L,0.0,1
0,한국도로공사,2017-11-09,1,이바나,41.3,38.46,62.5,0.0,28.57,0.0,40.0,0.33,4,R,0.3387096774193548,1
1,한국도로공사,2017-11-09,1,배유나,64.71,0.0,83.33,66.67,0.0,50.0,0.0,0.0,1,C,0.24193548387096775,1
2,한국도로공사,2017-11-09,1,정대영,41.18,66.67,0.0,100.0,0.0,40.0,0.0,0.0,2,C,0.20967741935483872,1
3,한국도로공사,2017-11-09,1,박정아,25.58,14.29,71.43,0.0,0.0,0.0,21.43,0.0,4,L,0.1935483870967742,1
4,한국도로공사,2017-11-09,1,이효희,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0,S,0.016129032258064516,1
5,한국도로공사,2017-11-09,1,문정원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,R,0.0,1
6,한국도로공사,2017-11-09,1,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
7,한국도로공사,2017-11-09,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
8,한국도로공사,2017-11-09,1,정선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
9,한국도로공사,2017-11-09,1,최은지,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,흥국생명,2017-11-09,0,심슨,38.89,38.46,0.0,0.0,33.33,0.0,66.67,0.67,5,L,0.46296296296296297,1
1,흥국생명,2017-11-09,0,이재영,42.42,45.45,100.0,0.0,28.57,0.0,0.0,0.0,4,L,0.2777777777777778,1
2,흥국생명,2017-11-09,0,정시영,41.67,100.0,0.0,50.0,0.0,28.57,0.0,0.0,2,R,0.1111111111111111,1
3,흥국생명,2017-11-09,0,신연경,18.18,17.65,100.0,0.0,0.0,0.0,0.0,0.0,4,L,0.07407407407407407,1
4,흥국생명,2017-11-09,0,김나희,33.33,0.0,0.0,100.0,0.0,0.0,100.0,0.33,2,C,0.05555555555555555,1
6,흥국생명,2017-11-09,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.018518518518518517,1
7,흥국생명,2017-11-09,0,공윤희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,R,0.0,0
8,흥국생명,2017-11-09,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2017-11-11,0,알레나,32.69,28.0,0.0,0.0,40.0,0.0,0.0,0.0,5,R,0.4878048780487805,1
1,KGC인삼공사,2017-11-11,0,한송이,27.59,25.0,0.0,0.0,0.0,0.0,33.33,0.0,2,L,0.21951219512195122,1
2,KGC인삼공사,2017-11-11,0,한수지,14.29,0.0,16.67,0.0,0.0,33.33,0.0,0.67,3,C,0.14634146341463414,1
3,KGC인삼공사,2017-11-11,0,유희옥,40.0,50.0,0.0,0.0,0.0,60.0,0.0,0.0,0,C,0.14634146341463414,1
4,KGC인삼공사,2017-11-11,0,최수빈,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,L,0.0,1
5,KGC인삼공사,2017-11-11,0,이재은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
9,KGC인삼공사,2017-11-11,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,IBK기업은행,2017-11-11,1,메디,39.02,33.33,0.0,0.0,20.0,0.0,66.67,1.0,5,L,0.38333333333333336,1
1,IBK기업은행,2017-11-11,1,고예림,38.71,42.11,0.0,0.0,0.0,0.0,44.44,0.67,4,L,0.23333333333333334,1
2,IBK기업은행,2017-11-11,1,김희진,34.62,33.33,14.29,100.0,0.0,0.0,80.0,0.33,3,R,0.21666666666666667,1
3,IBK기업은행,2017-11-11,1,김수지,50.0,0.0,0.0,66.67,0.0,66.67,0.0,0.67,0,C,0.13333333333333333,1
4,IBK기업은행,2017-11-11,1,김미연,28.57,50.0,0.0,0.0,0.0,0.0,0.0,0.0,2,L,0.03333333333333333,1
7,IBK기업은행,2017-11-11,1,김혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,IBK기업은행,2017-11-11,1,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
10,IBK기업은행,2017-11-11,1,채선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,GS칼텍스,2017-11-12,0,듀크,42.86,40.0,66.67,0.0,33.33,0.0,62.5,0.0,6,R,0.3333333333333333,1
1,GS칼텍스,2017-11-12,0,표승주,44.44,44.44,0.0,0.0,0.0,0.0,50.0,0.33,5,R,0.25925925925925924,1
2,GS칼텍스,2017-11-12,0,강소휘,31.43,38.89,50.0,0.0,0.0,0.0,18.18,0.0,6,L,0.2037037037037037,1
3,GS칼텍스,2017-11-12,0,김유리,28.57,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0,C,0.09259259259259259,1
4,GS칼텍스,2017-11-12,0,문명화,40.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0,C,0.09259259259259259,1
5,GS칼텍스,2017-11-12,0,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,S,0.018518518518518517,1
8,GS칼텍스,2017-11-12,0,나현정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
9,GS칼텍스,2017-11-12,0,안혜진,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,0
0,흥국생명,2017-11-12,1,이재영,42.31,38.89,0.0,0.0,50.0,0.0,62.5,1.0,5,L,0.5102040816326531,1
1,흥국생명,2017-11-12,1,이한비,40.0,47.06,0.0,0.0,0.0,0.0,33.33,0.33,4,L,0.22448979591836735,0
2,흥국생명,2017-11-12,1,정시영,37.5,0.0,0.0,50.0,0.0,42.86,0.0,0.0,1,R,0.14285714285714285,1
4,흥국생명,2017-11-12,1,김나희,36.36,0.0,0.0,100.0,0.0,20.0,0.0,0.0,0,C,0.08163265306122448,1
5,흥국생명,2017-11-12,1,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,1,S,0.04081632653061224,1
7,흥국생명,2017-11-12,1,신연경,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,1
8,흥국생명,2017-11-12,1,공윤희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,R,0.0,0
10,흥국생명,2017-11-12,1,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2017-11-14,1,양효진,55.0,100.0,38.46,0.0,0.0,83.33,0.0,1.0,1,C,0.28205128205128205,1
1,현대건설,2017-11-14,1,엘리자베스,48.15,30.77,0.0,0.0,70.0,0.0,50.0,0.75,3,L,0.21794871794871795,1
2,현대건설,2017-11-14,1,황연주,50.0,62.5,0.0,0.0,40.0,0.0,46.15,0.0,5,R,0.19230769230769232,1
3,현대건설,2017-11-14,1,황민경,40.0,41.67,50.0,0.0,0.0,0.0,33.33,0.25,2,L,0.11538461538461539,1
4,현대건설,2017-11-14,1,김세영,70.0,50.0,66.67,0.0,0.0,80.0,0.0,0.0,1,C,0.11538461538461539,1
5,현대건설,2017-11-14,1,이다영,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.07692307692307693,1
6,현대건설,2017-11-14,1,고유민,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
7,현대건설,2017-11-14,1,김연견,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,한국도로공사,2017-11-14,0,이바나,40.48,30.43,50.0,0.0,44.44,0.0,66.67,0.0,2,R,0.288135593220339,1
1,한국도로공사,2017-11-14,0,박정아,30.77,20.0,100.0,0.0,50.0,0.0,30.77,0.0,7,L,0.23728813559322035,1
2,한국도로공사,2017-11-14,0,배유나,66.67,50.0,0.0,100.0,0.0,50.0,0.0,0.25,2,C,0.2033898305084746,1
3,한국도로공사,2017-11-14,0,정대영,46.67,25.0,25.0,66.67,0.0,75.0,0.0,0.0,2,C,0.13559322033898305,1
4,한국도로공사,2017-11-14,0,전새얀,50.0,33.33,0.0,0.0,0.0,0.0,66.67,0.0,1,L,0.05084745762711865,0
5,한국도로공사,2017-11-14,0,정선아,66.67,50.0,0.0,0.0,0.0,100.0,0.0,0.33,1,C,0.05084745762711865,0
6,한국도로공사,2017-11-14,0,문정원,50.0,0.0,100.0,0.0,0.0,0.0,50.0,0.0,1,R,0.03389830508474576,1
8,한국도로공사,2017-11-14,0,유서연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
11,한국도로공사,2017-11-14,0,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,S,0.0,1
12,한국도로공사,2017-11-14,0,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,KGC인삼공사,2017-11-15,1,알레나,50.0,38.89,50.0,0.0,59.09,0.0,0.0,0.0,4,R,0.4074074074074074,1
1,KGC인삼공사,2017-11-15,1,한수지,50.0,33.33,66.67,50.0,0.0,0.0,0.0,0.67,2,C,0.2222222222222222,1
2,KGC인삼공사,2017-11-15,1,한송이,31.58,33.33,33.33,0.0,0.0,0.0,25.0,0.33,1,L,0.14814814814814814,1
3,KGC인삼공사,2017-11-15,1,최수빈,25.0,27.27,0.0,0.0,0.0,0.0,20.0,0.33,1,L,0.09259259259259259,1
4,KGC인삼공사,2017-11-15,1,유희옥,22.22,50.0,0.0,0.0,0.0,14.29,0.0,0.67,0,C,0.09259259259259259,1
5,KGC인삼공사,2017-11-15,1,이재은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.018518518518518517,1
7,KGC인삼공사,2017-11-15,1,김혜원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0,S,0.018518518518518517,0
9,KGC인삼공사,2017-11-15,1,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,흥국생명,2017-11-15,0,이한비,31.43,36.0,0.0,0.0,25.0,0.0,16.67,0.0,3,L,0.3055555555555556,1
1,흥국생명,2017-11-15,0,이재영,25.93,26.32,100.0,0.0,20.0,0.0,0.0,0.67,8,L,0.2777777777777778,1
2,흥국생명,2017-11-15,0,김나희,35.29,0.0,25.0,40.0,0.0,50.0,0.0,0.0,1,C,0.19444444444444445,1
3,흥국생명,2017-11-15,0,정시영,33.33,50.0,0.0,37.5,0.0,33.33,0.0,0.0,2,R,0.16666666666666666,1
4,흥국생명,2017-11-15,0,공윤희,20.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,1,R,0.027777777777777776,0
5,흥국생명,2017-11-15,0,조송화,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,S,0.027777777777777776,1
8,흥국생명,2017-11-15,0,김해란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,IBK기업은행,2017-11-16,0,메디,49.28,40.54,66.67,0.0,55.0,0.0,66.67,0.2,7,L,0.4634146341463415,1
1,IBK기업은행,2017-11-16,0,김희진,38.24,38.1,33.33,50.0,40.0,0.0,33.33,0.2,3,R,0.2073170731707317,1
2,IBK기업은행,2017-11-16,0,고예림,38.46,40.0,66.67,0.0,0.0,0.0,27.27,0.0,6,L,0.1951219512195122,1
3,IBK기업은행,2017-11-16,0,김수지,33.33,0.0,0.0,16.67,0.0,57.14,0.0,0.0,4,C,0.06097560975609756,1
4,IBK기업은행,2017-11-16,0,이고은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,4,S,0.04878048780487805,1
6,IBK기업은행,2017-11-16,0,김현지,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1,C,0.024390243902439025,1
9,IBK기업은행,2017-11-16,0,김혜선,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,IBK기업은행,2017-11-16,0,노란,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,L,0.0,0
11,IBK기업은행,2017-11-16,0,채선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,Li,0.0,0
0,GS칼텍스,2017-11-16,1,듀크,41.89,42.42,50.0,0.0,36.36,0.0,75.0,0.0,5,R,0.40963855421686746,1
1,GS칼텍스,2017-11-16,1,강소휘,40.0,26.67,100.0,0.0,100.0,0.0,52.94,0.0,4,L,0.25301204819277107,1
2,GS칼텍스,2017-11-16,1,표승주,38.89,27.27,0.0,0.0,0.0,0.0,57.14,0.33,1,R,0.10843373493975904,1
3,GS칼텍스,2017-11-16,1,김유리,50.0,50.0,0.0,0.0,0.0,50.0,0.0,0.4,3,C,0.0963855421686747,1
4,GS칼텍스,2017-11-16,1,문명화,80.0,66.67,0.0,0.0,0.0,100.0,0.0,0.0,2,C,0.07228915662650602,1
5,GS칼텍스,2017-11-16,1,김진희,66.67,50.0,100.0,0.0,0.0,0.0,100.0,0.0,3,L,0.060240963855421686,0
6,GS칼텍스,2017-11-16,1,김현정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,C,0.0,0
7,GS칼텍스,2017-11-16,1,이나연,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,S,0.0,1
8,GS칼텍스,2017-11-16,1,김채원,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
9,GS칼텍스,2017-11-16,1,나현정,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
11,GS칼텍스,2017-11-16,1,한다혜,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
0,한국도로공사,2017-11-18,1,이바나,36.51,33.33,66.67,0.0,50.0,0.0,30.77,0.2,6,R,0.34177215189873417,1
1,한국도로공사,2017-11-18,1,박정아,28.57,21.21,100.0,0.0,9.09,0.0,47.06,0.0,5,L,0.25316455696202533,1
2,한국도로공사,2017-11-18,1,배유나,39.29,25.0,45.45,0.0,0.0,55.56,0.0,0.0,3,C,0.16455696202531644,1
3,한국도로공사,2017-11-18,1,정대영,23.81,30.0,33.33,0.0,0.0,20.0,0.0,0.4,4,C,0.13924050632911392,1
4,한국도로공사,2017-11-18,1,문정원,12.5,20.0,0.0,0.0,0.0,0.0,0.0,0.6,4,R,0.0759493670886076,1
5,한국도로공사,2017-11-18,1,유서연,50.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,2,L,0.012658227848101266,0
6,한국도로공사,2017-11-18,1,이효희,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0,S,0.012658227848101266,1
9,한국도로공사,2017-11-18,1,임명옥,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
10,한국도로공사,2017-11-18,1,전새얀,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,L,0.0,0
11,한국도로공사,2017-11-18,1,정선아,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,C,0.0,0
0,KGC인삼공사,2017-11-18,0,알레나,37.18,28.89,0.0,0.0,43.33,0.0,100.0,0.0,9,R,0.42105263157894735,1
1,KGC인삼공사,2017-11-18,0,한송이,26.09,27.78,0.0,0.0,0.0,0.0,20.0,0.0,5,L,0.19736842105263158,1
2,KGC인삼공사,2017-11-18,0,한수지,34.78,22.22,44.44,50.0,0.0,0.0,0.0,0.0,1,C,0.13157894736842105,1
3,KGC인삼공사,2017-11-18,0,지민경,36.36,28.57,0.0,0.0,0.0,0.0,50.0,0.25,4,L,0.07894736842105263,0
4,KGC인삼공사,2017-11-18,0,최수빈,38.46,40.0,0.0,0.0,0.0,0.0,33.33,0.0,4,L,0.06578947368421052,1
5,KGC인삼공사,2017-11-18,0,유희옥,30.0,33.33,50.0,0.0,0.0,20.0,0.0,0.2,0,C,0.05263157894736842,1
6,KGC인삼공사,2017-11-18,0,김혜원,33.33,33.33,0.0,0.0,0.0,0.0,0.0,0.25,2,S,0.02631578947368421,0
7,KGC인삼공사,2017-11-18,0,이재은,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0,S,0.02631578947368421,1
10,KGC인삼공사,2017-11-18,0,오지영,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,Li,0.0,0
0,현대건설,2017-11-19,1,엘리자베스,41.46,30.43,0.0,0.0,44.44,0.0,66.67,0.33,2,L,0.36507936507936506,1
